Training Provider Name,Address,Telephone No.,Email,Website Link,Industry
SYMPHONY DIGEST SDN. BHD.,,60376225372,clk@symphonydigest.com,,
WELLNESS ACADEMY SDN. BHD.,,60164132655,info@wellnessacademy.my,,
AUTO PRIMA TECHNOLOGY TRAINING SDN BHD,,60351217153,zarir@autoprima.edu.my,,
ATCEN SDN. BHD.,,60129065280,info@atcen.com,,
SRKK CONSULTING SDN. BHD.,,6030006698,izzah.s@srkk.com,,
ASIAN INSTITUTE OF LOGISTICS SDN. BHD.,,+60378771200,enquiry@asiledu.com,,
INTEGRATED MANAGEMENT SYSTEM SOLUTIONS SDN BHD,,60122910884,abd_rusheed@yahoo.com,,
LIFE SAVING PROFESSIONAL ACADEMY SDN BHD,,60127140162,admin@lifesavingpro.com.my,,
OREST SDN. BHD.,,60387414785,training.orest@yahoo.com,,
LEARNING EVOLUTION ORGANISATION (M) SDN. BHD.,,60356125515,wilfredvaz@learningevolution.com.my,,
P A TRAINING SYNERGY PLT,,+60122806212,patrainingconsult@gmail.com,,
BILLY KUEEK INTERNATIONAL SDN. BHD.,,60126496500,bryen@BillyKueek.com,,
DRAWBRIDGE TECHNOLOGIES (M) SDN. BHD.,,60348188188,ngyeongchuan@drawbridge.com.my,,
TGCC PLT,,60123112956,satiha8@yahoo.com,,
CREST DYNAMICS MANAGEMENT CONSULTANCY PLT,"A-9-1, 9th Floor South Tower (Tower A),BBT One The Towers,Lebuh Batu Nilam 1,,Bandar Bukit Tinggi,Klang,Selangor,Malaysia-41200",60137436108,crestdkl@gmail.com,,
SWIFT TRAINING CENTRE PLT,,60355679482,cameron@swift-trainingcentre.com,,
MALAYSIAN INSTITUTE OF HUMAN RESOURCE MANAGEMENT (MIHRM),,60379556536,president@mihrm.com,,
N CUBE TECHNOLOGIES SDN. BHD.,,+60122995004,kathir@n-cubetech.com,,
WORKWISE SERVICES SDN. BHD.,,+60124301313,kenchootk@yahoo.com,,
SP MANAGEMENT DEVELOPMENT SDN.BHD.,,60122058979,chanmeifung@gmail.com,,
FIRST CITY CORPORATION SDN BHD,,60377352088,norasiken.radzuan@firstcity.edu.my,,
IAM-WONDERWARE SDN BHD,,60378324288,spmleong@iamgroup.com.my,,
CONDITION ZEBRA (M) SDN BHD,,60376652021,chin@condition-zebra.com,,
SYNERGY TRAINING AND CONSULTANCY PLT,,60133562378,nalini@synergytraining.com.my,,
ASSOCIATION OF ACCREDITED ADVERTISING AGENTS MALAYSIA,,60376131510,kandesh@macomm.com.my,,
SK BIZ SOLUTION TECHNOLOGY SDN BHD,,+60176947031,hi@skbizsolution.net,,
GOLDMIND EVOLUTION SDN BHD,,+60127237477,shahila.hakim@gmail.com,,
TOP SPEED ACADEMY SDN. BHD.,,60122800919,athwtopspeed@gmail.com,,
SRV GLOBAL TRAINING SPECIALIST PLT,,+60122967008,dr.r.ramachandran.srv@gmail.com,,
ABEAM CONSULTING (MALAYSIA) SDN BHD,,+60376601881,zuraidahhamzah@abeam.com,,
FINSOFT CONSULTING SDN BHD,,60377251188,afeerah@finsoftconsulting.com.my,,
RAYAMAS CONSULTANTS & SERVICES PLT,,60123833124,rayahpi@yahoo.com,,
BEYOND IMAGE GLOBAL SDN BHD,,60123170886,jadelim@beyondimage.com.my,,
THE ONE ACADEMY CREATIVE TRAINING CENTRE SDN. BHD.,,60378755510,toactc@gmail.com,,
BIZSPHERE SDN. BHD.,,60378871006,marketing@bizsphere.com.my,,
3E TRAINING & EDUCATION SDN BHD,,60378065570,enquiry@3etrainedu.asia,,
LEARNING CURVE PLT,,+60380644227,lily@learningcurve.my,,
GRADUATE PLT,,60136797322,graduatetrainings101@gmail.com,,
MIND GROWTH TRAINING CONSULTANCY PLT,,+60126581970,mindgrowthhrdf@gmail.com,,
PERSATUAN INDUSTRI KESELAMATAN MALAYSIA,,60378047359,info@pikm.my,,
THE PLASTICS & RUBBER INSTITUTE MALAYSIA,"20, JALAN UTARID U5/28,MAH SING INTEGRATED INDUSTRIAL PARK,40150 SHAH ALAM,SELANGOR,SHAH ALAM,Selangor,Malaysia-40150",60378471034,primy@prim.org.my,,
FR RESOURCES GROUP PLT,,6013512777,fadzilharun2014@gmail.com,,
WY BUSINESS CONSULTANCY SDN. BHD.,,60163112863,wyyap@wybusiness.com.my,,
BERUNTUNG SKILL TRAINING CENTRE SDN BHD,,60360201972,BSTC_TRAINING@YAHOO.COM,,
AL FURQAN TECHNOLOGY & SOLUTIONS PLT,,+60172453466,fadzlee@furqantech.com,,
GEMBA SOLUTION SDN. BHD.,,60192228315,syukri@gembasolution.com.my,,
TEGUH BESTARI TRAINING CENTRE PLT,,60342883680,teguhbestarie@gmail.com,,
TERRA ENERGY SDN. BHD.,,60386843166,training@terraenergy.com.my,,
MINDS & SENSES COACHING ACADEMY PLT,,+60122009520,simon.yap@coachsimonyap.com,,
DREAM TECHNOLOGY SYSTEM SDN. BHD.,,60378802166,hr.dts@dts-asia.com,,
EAC SOFTWARE SDN. BHD.,,60167172595,clim@eac.asia,,
MALAYSIAN PRESS INSTITUTE,"C2-3,RADIUS BUSINESS PARK,JALAN RADIUS 1/1C,CYBER 4,CYBERJAYA,Selangor,Malaysia-63000",60386892717,norhafiza_mpi@yahoo.com,,
EXPAT MANAGEMENT PLT,,60378319497,admin@expatmanagement.com.my,,
ACCESS DUNIA SDN BHD,,60355691379,hrdc@accessdunia.com.my,,
GLOBAL EXCEL HUB SDN BHD,,60129252261,sales@global-excelhub.com,,
TWI TECHNOLOGY (S.E.ASIA) SDN BHD,,+60378481000,hrdc@twisea.com,,
ACADEMY OF CONCRETE TECHNOLOGY SDN BHD,,60377822996,muna@aoct.com.my,,
HCS ADVISORY SDN. BHD.,,60379620150,patrick.siva@hcsadvisory.com,,
BHM ACADEMY AND EVENTS SDN. BHD.,,60193200148,bhm.academy@gmail.com,,
ADNER MANAGEMENT SDN BHD,,60378310027,sk.ng@adnermanagement.com,,
EXCELLENCE SMART SYSTEM SDN BHD,,60331802533,azmisab@yahoo.com.my,,
CUTECARRY SDN. BHD.,,60389406807,cutecarry.cc@gmail.com,,
QUANTUM LEAP CONSULTANCY PLT,,60123850657,vasudevqlc@gmail.com,,
WORDLABS GLOBAL SDN BHD,,60378804200,tamyne@wordlabs.com.my,,
PROACTIVE TRAINING SDN BHD,,+60126560662,fabfidel@proactivetraining.com.my,,
LEADS LEARNING AND DEVELOPMENT SERVICES SDN BHD,,60123821534,info@leads.com.my,,
GEMLAB SDN. BHD.,,60357408888,arnold.cheong@gemlab.my,,
BERDAYA TECHNIC TRAINING AND CONSULTANCY SDN. BHD.,,60133025347,berjayatac@gmail.com,,
ASIA STARONE VENTURE SDN BHD,,60163382221,advance.tan@asiastaroneventure.com,,
METRO DRIVING ACADEMY SDN. BHD.,,60378459898,zulzairi.mtc@gmail.com,,
HUSHIM MOTIVASI & KAUNSELING PLT,"9C,,SOLOK SRI SARAWAK 36,,JALAN TUN RAZAK,,TAMAN SRI ANDALAS,,KLANG,Selangor,Malaysia-41200",60333248955,hushimmotivasi@gmail.com,,
LEAP LEADERSHIP ACADEMY SDN. BHD.,,60192249323,johan@leap.com.my,,
MOORE ADVENT TAX CONSULTANTS SDN. BHD.,,60377281800,jh@moore.com.my,,
THRIVING TALENTS SDN. BHD.,,60172082717,programmes@thrivingtalents.com,,
MYQUEST PLT,,+60123480563,mrzsqideas@gmail.com,,
ELITE CAREER CENTRE SDN. BHD.,"UNIT J-02-05, 2ND FLOOR,PACIFIC PLACE COMMERCIAL CENTRE,JALAN PJU 1A/4,ARA DAMANSARA,PETALING JAYA,Selangor,Malaysia-47301",60126531977,zuhri.aziz@gmail.com,,
DUNVILLE ASIA PACIFIC TRAINING SDN BHD,,60374935090,infokl@dunville.com.my,,
JAG SYSTEMS SDN BHD,,60376654553,finance@jagsystems.com.my,,
LC ENGINEERING SERVICES SDN BHD,,60379581022,lc@lceng.com,,
MALAYSIAN TECHNOLOGY CONSULTANTS SDN. BHD.,,60176016115,nurulsyahirah@mtdc.com.my,,
IKRAM SKILLS ACADEMY SDN. BHD.,,60387383388,normawati@ikram.com.my,,
UNICERT INTERNATIONAL SDN. BHD.,,+60162011663,cliftonhf@outlook.com,,
HEARTS & MINDS DEVELOPMENT CENTRE SDN BHD,,+60123930627,hrdc_sdnbhd@hearts-minds.com,,
EFXCO SDN BHD,,60124535844,hussin@efxco.my,,
CASCADE ENTERPRISE PLT,,60122105091,garylim_eh@yahoo.com,,
AVANT PROFESSIONAL DEVELOPMENT PLT,,60377335700,mei@avant.com.my,,
PERTUBUHAN PENGAMAL KESELAMATAN DAN KESIHATAN PEKERJAAN MALAYSIA,,60123027366,moshpamy@gmail.com,,
LORDE RESOURCES MANAGEMENT SDN. BHD.,,+60146396393,nlpinfinity.lrm@gmail.com,,
STAR MEDIA GROUP BERHAD,,60379671388,eventssupport@thestar.com.my,,
BUILDCAD SOLUTIONS SDN. BHD.,,60126713039,matrixng@buildcad.com.my,,
MATERIALS TECHNOLOGY EDUCATION SDN BHD,,60355243704,zaimah@mte.com.my,,
OFISGATE SDN BHD,,60172372680,hidayah@ofisgate.com.my,,
EQ QUALITY TRAINING PLT,,60122022812,limyatlee@gmail.com,,
DCT EXCEL SDN BHD,,1700817282,daisy.wong@dalecarnegie.com,,
ASL TRAINING & CONSULTANCY SDN. BHD.,"NO 55-1 & 55-2,JALAN ANGGERIK VANILLA T 31/T,KOTA KEMUNING,SEKSYEN 31,SHAH ALAM,Selangor,Malaysia-40460",60351314978,account@aslgroup.com.my,,
INSTITUTE OF MARKETING MALAYSIA,,60183191574,shafiz.imm.malaysia@gmail.com,,
RAPIDPRO CONSULTING SDN BHD,,+60135511255,lia@rapidpro.my,,
JLM MANAGEMENT & CONSULTANCY SDN BHD,,60122733949,anandan@jlmmanagement.com.my,,
GOLDEN GEARS SYSTEM PLT,,60122010092,roland@advancedriving.com.my,,
SLS ENGINEERING (KL) SDN. BHD.,,60377833555,hr.pj@slsbearings.com,,
PEOPLE LINK CONSULTING SDN BHD,,60192388788,peggy@peoplelink.com.my,,
PERKIN ELMER SDN BHD,,60379491118,nanthakumar.doraisamy@perkinelmer.com,,
WMIT GROUP SDN. BHD.,,+60388903062,wmitgroup@gmail.com,,
WANFAH PROSPER PLT,,60162634929,tanchee1@gmail.com,,
ASIAN ALLIANCE FOR ADVANCEMENT SDN. BHD.,,60123286433,myocho.3a@gmail.com,,
STEERIX SDN. BHD.,,60380820194,ragavan@steerix.net,,
YHY CONSULTANCY SDN BHD,,+60123988352,chyap81@hotmail.com,,
MINDA SURIA SDN.BHD,,60358824505,vijayantharan7@gmail.com,,
EMR ACADEMY SDN BHD,,60387366666,tsueymee@emr.my,,
BRILLIANT PERFORMANCE TRAINING PLT,,+60166327911,nurhadizainol@gmail.com,,
INTERNATIONAL GREEN TRENDS COCKPIT SDN. BHD.,"UNIT 9.01, LEVEL 9,,MENARA CHOY FOOK ON,,1B, JALAN YONG SHOOK LIN,,PJS 7,PETALING JAYA,Selangor,Malaysia-46050",60379310611,igtcsa@greentrainings.org,,
RAPID BUS SDN. BHD.,,60376507788,zawani.omar@prasarana.com.my,,
ALPHA EXCELLENCE PLT,,+60173966616,inquiry.aec@gmail.com,,
UNITAR INTERNATIONAL ACADEMY SDN BHD,,+60376277200,susila.nair@unitar.my,,
AQMAN NIAGA PLT,"HANIEZ ACADEMY,2-05-1, BLOCK 2, WORLDWIDE 2 BUSINESS CENTER,PRECINCT ALAMI, PERSIARAN AKUATIK,SECTION 13,SHAH ALAM,Selangor,Malaysia-40100",60192195284,haniezacademy@gmail.com,,
"PERSATUAN PENGUSAHA-PENGUSAHA PERUSAHAAN KECIL DAN SEDERHANA, SELANGOR",,60194758077,pkusahawan@gmail.com,,
ENVIRONMENTAL MANAGEMENT AND RESEARCH ASSOCIATION OF MALAYSIA,,+60377709445,admin@ensearch.org,,
DEETA MANAGEMENT SOLUTIONS SDN BHD,,60380633404,training@dmssb.com.my,,
PETAMINDA HOLDING SDN. BHD.,,60122747498,syedbismit@gmail.com,,
THINK TRAINING & CONSULTANCY SDN. BHD.,,60172008138,queenloh@hotmail.com,,
JUARA KREATIF-CONSULTANTS PLT,,60355695925,juarakreatif.consultants@gmail.com,,
IME CADCAM TRAINING CENTRE SDN. BHD.,,77836866,training@cadcam.com.my,,
TRIPLE A TRAINING PLT,,60128919855,aishah@tripleAtraining.com,,
AJA EQS CERTIFICATION (M) SDN. BHD.,,60379551342,Loga@aja.com.my,,
OASIS LEARNING PLT,,61111250503,oasislearningplt@gmail.com,,
DJ PROTECTIVE CONSULTANCY SERVICES SDN. BHD.,,60123912110,system.admin@djprotective.com.my,,
TALENT PRO CONSULTING SDN BHD,,60390113663,info@asiatalentpro.com,,
SUCCESS TOUCH PLT,,60355112940,success_touch@yahoo.com.my,,
MALAYSIAN QUALIFICATIONS AGENCY (MQA),,60386884835,upjk.mqatc@mqa.gov.my,,
96 SOFTWARE SDN BHD,"A-06-06, LEVEL 6, BLOCK A,,SUNWAY GEO AVENUE, JALAN LAGOON SELATAN,,SUNWAY SOUTH QUAY,,BANDAR SUNWAY,,SUBANG JAYA,Selangor,Malaysia-47500",60128997132,smartpos96@gmail.com,,
OHS NETWORK SDN BHD,,60389122900,ohsnetsb@gmail.com,,
INTERNATIONAL LEARNING & DEVELOPMENT ACADEMY PLT,,60102763728,ild.tashaa@gmail.com,,
PROFITABILITY (M) SDN BHD,,60125015580,sekar@profitability.my,,
SPIRAX SARCO SDN. BHD.,,60355699650,chemohd.roslan@my.spiraxsarco.com,,
INSTITUT KEUSAHAWANAN NEGARA BERHAD,,60383148805,nurain@insken.gov.my,,
SHE STRATEGIC SDN BHD,,60133942461,shestrategic@gmail.com,,
SYNIC CONSULTING SDN BHD,,60356336080,chanttell@synic.com.my,,
MYWAY INFINITY CONSULTANCY & SERVICES SDN BHD,,60333190736,mywayconsult@gmail.com,,
TRAINING CUBE INTERNATIONAL SDN BHD,,60342873564,ask@mytrainingcube.com,,
UNIVERSITY OF WOLLONGONG MALAYSIA SDN. BHD.,,60355650538,sel-discovery@uow.edu.my,,
P2P TALENT DEVELOPMENT PLT,,60164194343,oneil@mpc.org.my,,
PHEIO MANAGEMENT SDN BHD,,60137777481,pheio.hr@gmail.com,,
BIZ TRAINING PLT,,60162572125,ananthysan@gmail.com,,
CHROMIUM RESOURCES SDN BHD,"VP1-1,VISTA PINGGIRAN CLUB HOUSE,JALAN PINGGIRAN 1,PUSAT BANDAR PUTRA PERMAI,SERI KEMBANGAN,Selangor,Malaysia-43300",60389121673,shahermy.cr@gmail.com,,
PSA ASIA SDN BHD,,60146779823,finance@combatbaze.com,,
MY ROPE ZONE PLT,,60137712761,myropezone@gmail.com,,
DO GREAT SDN BHD,,60122488064,dg.enquiries@gmail.com,,
AKADEMI WAJA SDN. BHD.,,60383228100,info.akademi@mnzwaja.com,,
QSE VENTURES PLT,,60163336385,gopala@myqse.net,,
AXCELASIA SDN. BHD.,,60320287450,masdiana@axcelasia.com,,
VNT HOLDINGS SDN.BHD.,,60333185568,raja@vnt4u.com,,
BASIC CT SDN BHD,,60376117391,info@keyschool.com.my,,
BEYOND VISION SOLUTIONS PLT,,+60356149975,gabreil.isaac@gmail.com,,
LEADWORKZ TRAINING SERVICES PLT,,60123290761,angelin@leadworkztraining.com,,
PERFORMANCE INSIGHTS SDN BHD,,60123866133,pauline@performanceinsights.asia,,
CREATIVEWISE SDN BHD,,60163048909,info.creativewise@gmail.com,,
SCMS BUSINESS ADVISORY SDN BHD,,60129081618,hrdcorp@scmsgroup.com,,
WTO SDN BHD,,60379316337,sweety@leb.education,,
DEVINE CONSULTING PLT,,60379553686,jezs@executiveworkplace.com,,
VIXMATECH COMPUTER SALES & SERVICES,,60333232362,vixmacad@yahoo.com,,
CARRIERA ACADEMY SDN BHD,,60126878539,steph@carriera.com.my,,
GLOASIA SKILLS ACADEMY SDN BHD (KOLEJ KEMAHIRAN GLOASIA),,60126794412,faizal.gloasia@gmail.com,,
BIMAGE CONSULTING (M) SDN. BHD.,,60386024102,nicole@bimageconsulting.com,,
STEPS QM SDN. BHD.,,60380811868,bizdev@stepsqmsb.com,,
ZERO WASTE EARTH STORE,,+601110613629,support@zerowasteearthstore.com,,
FINANCIAL PLANNING ASSOCIATION OF MALAYSIA,,+60379549500,finance@fpam.org.my,,
AKAR INDAH ENGINEERING SDN BHD,,+60122959189,yuzairin.indsys@gmail.com,,
TRINERGY SOLUTION PLT,,60197163501,allanleeahsin@hotmail.com,,
NETWORK MILEAGE SDN. BHD.,,603,customerservice@quorse.com,,
MOTORDATA RESEARCH CONSORTIUM SDN BHD,,60355681899,training@mrc.com.my,,
MADLAB TRAINING PLT,,60165658712,jeffrey@madlab-training.com,,
BOSS SOLUTIONS GLOBAL SDN BHD,,60380616836,joannechong@bosssolutions.com.my,,
BG CAPITAL HOLDINGS SDN BHD,,+60122731244,training@bgcapital.com.my,,
SHRIIM KNOWLEDGEPRO SDN BHD,,60162195476,hr@work2study.my,,
TIME OUT SOLUTIONS SDN BHD,,60136999622,sisi@timeout.team,,
EJA SDN. BHD.,,60378322082,admin@eja.my,,
SETIA TRAINING & CONSULTANCY PLT,,60176917801,setiatraining04@gmail.com,,
PORTMAN COLLEGE SDN BHD,,60389493000,peghc@portman.edu.my,,
SPECTRUM MANAGEMENT (M) SDN BHD,,60129231356,raziff@siuc.edu.my,,
AGD SOLUTIONS SDN. BHD.,,60192883737,amerizal@agd-solutions.com,,
DAYATECH ACADEMY SDN BHD,,60378311398,hqdayatech.edu@gmail.com,,
GENESIS TRAINING & CONSULTANCY PLT,,60166548684,anthony_sagang@yahoo.com,,
SUNWAY LE CORDON BLEU SDN BHD,,60356321188,sheelah@sunway.edu.my,,
ESP ENERSYS SDN. BHD.,,60164171832,leecy@espesys.com,,
MALAYSIAN DIGITAL ASSOCIATION,,60376131510,zati@macomm.com.my,,
NQC TECHNOLOGY SDN BHD,,60122802781,ahi@nqc.com.my,,
PUSAKA INTAN SDN. BHD.,,603 7628 0136,ask@thepusaka.com,,
JOTAC ACADEMY SDN BHD,,60380602335,account@jotac.com.my,,
DIGITAL MARKETING CONSULTANCY SDN BHD,"NO E-701, BLOCK E,PUSAT DAGANGAN PHILEO DAMANSARA 1,NO.9, JALAN 16/11,OFF JALAN DAMANSARA,PETALING JAYA,Selangor,Malaysia-46350",60124269552,info@dmctraininghub.com,,
NAST TRAINING AND CONSULTANCY SDN BHD,,60172445268,nada@nastglobal.com,,
PM ADVANCE SDN. BHD.,,60133998901,rosli_bakri@pmadvance.com.my,,
FAST TRACK SBOI SDN BHD,,60386005797,admin1@myfastrack.net,,
MEDI-IHSAN OCCUPATIONAL SAFETY AND HEALTH (SELANGOR) SDN BHD,,60179200969,drfairuz.miosh@gmail.com,,
AWAKEN TRAINING & CONSULTANCY SDN BHD,,60378864500,admin@awaken-image.com,,
MAD GROUP SDN. BHD.,,60378778927,info@madgroup.my,,
NERV GLOBAL SDN. BHD.,,60168671277,nana.nervglobal@gmail.com,,
REETUS SDN. BHD.,,60122098042,tony@reetus.com,,
MALAYSIAN MENTAL HEALTH ASSOCIATION,,+60176133039,mhfamalaysia@mmha.org.my,,
SHINEWING TY TEOH ACADEMY SDN. BHD.,,60378055022,anita@shinewingtyteoh.com,,
ANSARCOMP (M) SDN BHD,,60351922185,hr@ansarcomp.com.my,,
PERTUBUHAN SYARIKAT-SYARIKAT PERKHIDMATAN TENAGA MALAYSIA (MAESCO),,+60378906077,training@maesco.org.my,,
GREAT ACADEMY SDN. BHD.,,60122802217,samyipwl@gmail.com,,
ASOLUTE SDN BHD,"4805-03-01,,CBD PERDANA 2,,JALAN PERDANA,,CYBER 12,CYBERJAYA,Selangor,Malaysia-63000",60383225555,billing@asolute.com,,
MASH OSH SDN. BHD.,,60173680360,josephdmiranda19@yahoo.com,,
GREEN INSIGHT TRAINING & DEVELOPMENT LLP,,60193537667,wawasanhijau@gmail.com,,
REGAT UNGGUL SDN BHD,,60197781637,admin@regatunggul.com.my,,
INNO PLANET SDN BHD,,60124081353,enghootan@yahoo.com,,
IIR INTERNATIONAL SDN BHD,,60123269026,azzamsabtu.iir@gmail.com,,
LUBETRAIN RESOURCES SDN BHD,,60176997196,jun@lubetrainresources.com,,
ONE GASMASTER SDN. BHD.,,60126554799,cat@onegasmaster.com,,
GT MAHIR CONSULTANCY SDN BHD,,+60123160531,draliasothman@gmail.com,,
JB GLOBAL SUCCESS VENTURES PLT,,60175177668,jonathanboudville@gmail.com,,
NORTHPORT (MALAYSIA) BHD,,60331698888,hedatul@northport.com.my,,
SUNWAY LEADERSHIP CENTRE SDN BHD,,60162931995,chancm@sunway.com.my,,
AGM ACADEMY SDN BHD,,60333625496,agm.academysb@gmail.com,,
CELEBRATING THINKERS SDN. BHD.,,60123807543,celebratingthinkers@gmail.com,,
MALAYSIA AUTOMOTIVE ROBOTICS AND IOT INSTITUTE,,60383187742,hr@marii.my,,
INTENSIVE ENERGY SDN BHD,,60395441474,admin@iesb.my,,
ADMAL EDUCATION SDN. BHD.,"ADMAL AVIATION COLLEGE,NO 24 - 34, JALAN 2 MEDAN 120,BBST BUSINESS PARK,BANDAR BARU SALAK TINGGI,SEPANG,Selangor,Malaysia-43900",601139957610,zaikuan@admal.com.my,,
GLOBAL SUSTAINABLE SOLUTION SDN BHD,,60162873270,alasubra@gsssb.net,,
ARRO SERVICES PLT,,60163356772,admin@etkhor.com,,
PROGRESSIVE COMPUTER SYSTEMS SDN BHD,,60377275139,training@progressive.com.my,,
A&A HSE MANAGEMENT CONSULTANT SDN. BHD.,,60380621760,admin@aahse.com,,
TOTAL AVANTGARDE SDN BHD,,60361434218,admin@totalavantgarde.com,,
UMW TOYOTA MOTOR SDN BHD,,60327081292,fazlina.waris@toyota.com.my,,
FA WORLDWIDE GROUP (M) PLT,,60355103618,admin@faworldwidegroup.com,,
KUALA LUMPUR VALVE AND FITTING (M) SDN BHD,,60148210241,azwa@swagelok.com.my,,
ADRIANYEO ACADEMY SDN BHD,,60378023333,info@adrianyeo.com,,
IGL SERVICES SDN BHD,,60162154266,wahidah@igl.com.my,,
RISDA ESTATES SDN BHD,"GRAHA ESPEK,NO. 31,JALAN SULAIMAN 3,TAMAN PUTRA SULAIMAN,AMPANG,Selangor,Malaysia-68000",60176539605,ainiazuraali@gmail.com,,
INTELLECTUAL PROPERTY TECHNOLOGY SDN BHD,,60162880678,admin@ipowner.org,,
ETANCY CONSULTANT (M) SDN BHD,,60198819635,uthaya@etancy.com,,
MALSEC TRAINING PRACTITIONERS,,+60162209071,marina@malaysiasecurity.com,,
KOSAS PERMODALAN SDN BHD,,+603-55232447,akademi@kosas.edu.my,,
ARENA EDUINFO (M) SDN BHD,,60378865945,sushmee10@gmail.com,,
WIZURAI TRAINING AND CONSULTANT MANAGEMENT PERKONGSIAN LIABILITI TERHAD,,60122223246,vijay9625@gmail.com,,
INSTITUTE OF BUSINESS EXCELLENCE(UITM),,60355444686,ibe@uitm.edu.my,,
THE ONE ISLAND CONSULTANT & TRAINING CENTRE SDN BHD,,60124858766,junooijl@gmail.com,,
INSAN INFOTECH SDN. BHD.,,60136439469,insaninfo2016@gmail.com,,
TIMES INTERNATIONAL EDUCATION PLT,,60126162529,gomathisasidaran@gmail.com,,
ABIZ ADVISORY ACADEMY PLT,,60126129955,frankie@abizadvisory.com,,
KPMG TAX SERVICES SDN BHD,"10th FLOOR CORPORATE LEVEL,,KPMG TOWER,NO. 8, FIRST AVENUE,,BANDAR UTAMA,,PETALING JAYA,Selangor,Malaysia-47800",60377217110,taxevents@kpmg.com.my,,
THE HOT SHOE SHOW & CO SDN BHD,,60378038898,hots@hotshoes.com.my,,
YEN PREMIUM COACH CONSULTING SDN. BHD.,,60175709263,iso@yenpremiumcoach.yenuni.com.my,,
LIVEWEBS NETWORK & TECHNOLOGY SDN BHD,"E 04 08 BLOK E,JALAN PRIMA 5/3,PUSAT PERDAGANGAN PUCHONG PRIMA,TAMAN PUCHONG PRIMA,PUCHONG,Selangor,Malaysia-47100",60380524004,info@livewebs.my,,
ICONIC TRAINING SOLUTIONS SDN. BHD.,,60123980802,jason.yeah@iconictraining.com.my,,
NEURONWORKS INTERNATIONAL SDN. BHD.,,60173309950,hq@neuronworks.com.my,,
DIGNERSYS CONSULTING BERHAD,,60192180101,benjamin.wong@enterprisebuilder.us,,
HINO MOTORS SALES (MALAYSIA) SDN. BHD.,,+60187008488,lplee@hino.com.my,,
SCORE SPORTS MANAGEMENT SDN. BHD.,,60377264277,taty@mantra.com.my,,
REA CLOUDSPACE SDN BHD,"UNIT B-05-05,,KOMPLEKS PERINDUSTRIAN EMHUB PERSIARAN SURIAN,,SEKSYEN 3,TAMAN SAINS SELANGOR KOTA DAMANSARA,,PETALING JAYA,Selangor,Malaysia-47810",60146299324,edwinwaihong1993@gmail.com,,
JC SMART CONSULTING PLT,,60178787210,jerrychin2u@gmail.com,,
BBC LEARNING HUB PLT,,60172978497,hi@belajarbahasacina.com.my,,
GENESIS ACADEMY SDN BHD,,60122118856,waqar@genesis-academy.com,,
ALAM SEKITAR MALAYSIA SDN BHD,,60378454566,nurkhadeeja@picorp.com.my,,
RIGHTTREX SDN BHD,,60376607035,hafidz@righttrex.com,,
CULTURE BOLEH GLOBAL TRAINING PLT,,60167151914,martin@cultureboleh.com,,
SERBA DINAMIK EDUCATION SDN. BHD.,,60192483951,razak@unimy.edu.my,,
WHYEXCEL PLT,,60380644225,whyexcel.com@gmail.com,,
BRIEF ACADEMY SDN. BHD.,,+60162388928,shirlylaw@briefacademy.com,,
AGENSI PEKERJAAN & LATIHAN TAPRO SDN. BHD.,,60122673588,amy.gonsalviz@tapro.com.my,,
ELITE CONSULTANTS & TRAINING PLT,,60358880430,info@elitemanagement.com.my,,
MALAYSIAN INTEGRITY ACADEMY SDN BHD,,60163456560,bh88tan@gmail.com,,
TRINITY TRAINING VENTURES PLT,,60122387979,daxcon7@yahoo.com,,
IEM TRAINING ACADEMY SDN. BHD.,,60379582851,iemtc@iem.org.my,,
HAPA GROUP SDN. BHD.,,60172090911,jennifer.ong@hapa.asia,,
SKILLS ACADEMY SDN BHD,,60126039321,kumar.n@bac.edu.my,,
GOSUM CONSULTING GROUP SDN. BHD.,,60164953039,cyndi.yeow@gosumgroup.com,,
ASIA IKNOWLEDGE SDN.BHD.,,60376511000,hello@ik.academy,,
EQUONXO EXPERIENCE SDN BHD,"B-22-11, TREFOIL @ SETIA CITY,,NO 2, JALAN SETIA DAGANG AH U13/AH,,BANDAR SETIA ALAM,,SECTION U13,,SHAH ALAM,Selangor,Malaysia-40170",60162244799,sinyik@equonxo.com,,
KOLEJ WIT SDN BHD,,60331688859,soes_sect@wit.edu.my,,
TAMARU SDN BHD,,60193104411,cs.tamarutraining@gmail.com,,
PETRO1 SDN BHD,,60135817875,operation@petro1.com.my,,
KSMU EDU SERVICES SDN BHD,,60166043835,ksmueduservices@gmail.com,,
APP LAB SDN BHD,,60386018064,nellie.tan@applab.com.my,,
PROCOMA ENVIRONMENTAL (M) SDN. BHD,,60333231006,procomenviro@gmail.com,,
INTERNATIONAL SKILLS DEVELOPMENT CENTRE SDN. BHD.,,60162185227,angela@isdc.com.my,,
